Time (ms),ADC1,ADC2
250,1.224,1.213
251,0.921,0.901
254,0.544,0.524
256,0.308,0.304
257,0.133,0.120
259,0.041,0.028
261,0.000,0.000
263,0.036,0.033
265,0.159,0.173
267,0.352,0.357
269,0.684,0.695
271,0.993,1.005
273,1.309,1.329
275,1.637,1.640
276,1.950,1.959
278,2.233,2.248
280,2.500,2.500
282,2.500,2.500
284,2.500,2.500
286,2.500,2.500
287,2.500,2.500
289,2.500,2.500
291,2.500,2.500
293,2.436,2.410
294,2.159,2.139
296,1.858,1.836
299,1.434,1.404
300,1.104,1.087
302,0.801,0.778
304,0.522,0.505
306,0.289,0.276
308,0.125,0.123
309,0.021,0.021
311,0.000,0.000
314,0.052,0.070
316,0.231,0.244
317,0.437,0.459
319,0.707,0.717
321,1.007,1.018
323,1.324,1.337
325,1.646,1.658
326,1.963,1.967
329,2.349,2.353
331,2.500,2.500
332,2.500,2.500
334,2.500,2.500
336,2.500,2.500
338,2.500,2.500
339,2.500,2.500
341,2.500,2.500
343,2.335,2.315
345,2.051,2.022
347,1.747,1.722
349,1.421,1.404
350,1.098,1.089
352,0.795,0.765
354,0.518,0.505
356,0.292,0.281
358,0.083,0.076
360,0.000,0.001
362,0.011,0.014
364,0.111,0.120
366,0.271,0.275
368,0.494,0.502
370,0.762,0.769
371,1.068,1.081
374,1.502,1.513
376,1.820,1.832
377,2.126,2.118
379,2.399,2.404
381,2.500,2.500
383,2.500,2.500
384,2.500,2.500
386,2.500,2.500
388,2.500,2.500
390,2.500,2.500
392,2.500,2.500
394,2.284,2.263
395,1.999,1.978
397,1.684,1.664
399,1.362,1.338
401,1.037,1.022
403,0.649,0.629
405,0.393,0.379
407,0.195,0.188
409,0.061,0.045
411,0.000,0.000
412,0.012,0.009
414,0.109,0.111
416,0.277,0.277
418,0.586,0.586
420,0.862,0.883
422,1.186,1.204
424,1.513,1.524
426,1.832,1.836
427,2.132,2.140
429,2.404,2.410
431,2.500,2.500
433,2.500,2.500
435,2.500,2.500
437,2.500,2.500
439,2.500,2.500
440,2.500,2.500
442,2.500,2.500
444,2.271,2.250
446,1.990,1.957
448,1.569,1.538
450,1.237,1.216
451,0.922,0.904
453,0.634,0.615
455,0.383,0.374
457,0.187,0.180
459,0.054,0.051
461,0.000,0.000
463,0.037,0.039
465,0.170,0.180
467,0.366,0.368
469,0.601,0.608
470,0.884,0.899
472,1.200,1.215
474,1.524,1.532
476,1.835,1.850
478,2.245,2.250
480,2.500,2.500
482,2.500,2.500
483,2.500,2.500
485,2.500,2.500
487,2.500,2.500
489,2.500,2.500
490,2.500,2.500
493,2.436,2.408
494,2.160,2.141
496,1.858,1.835
498,1.545,1.514
500,1.215,1.196
502,0.906,0.888
503,0.608,0.593
505,0.371,0.359
508,0.131,0.128
509,0.028,0.022
511,0.000,0.000
513,0.039,0.044
515,0.177,0.184
517,0.369,0.375
519,0.604,0.608
520,0.896,0.907
554,0.541,0.525
556,0.305,0.291
557,0.136,0.126
559,0.032,0.026
561,0.000,0.000
563,0.038,0.039
565,0.161,0.176
567,0.370,0.369
569,0.694,0.703
571,0.987,1.008
573,1.319,1.331
575,1.637,1.648
576,1.952,1.963
578,2.248,2.250
580,2.500,2.500
582,2.500,2.500
584,2.500,2.500
586,2.500,2.500
587,2.500,2.500
589,2.500,2.500
591,2.500,2.500
593,2.432,2.411
594,2.160,2.138
596,1.862,1.839
599,1.435,1.408
600,1.111,1.087
602,0.795,0.780
604,0.523,0.513
606,0.299,0.287
608,0.128,0.121
609,0.030,0.026
611,0.000,0.000
614,0.053,0.076
616,0.235,0.245
617,0.448,0.459
619,0.711,0.721
621,1.006,1.023
623,1.326,1.339
625,1.651,1.663
626,1.957,1.968
629,2.348,2.354
631,2.500,2.500
632,2.500,2.500
634,2.500,2.500
636,2.500,2.500
638,2.500,2.500
639,2.500,2.500
641,2.500,2.500
643,2.341,2.314
645,2.050,2.031
647,1.747,1.725
649,1.426,1.402
650,1.101,1.084
652,0.801,0.780
654,0.526,0.513
656,0.299,0.288
658,0.088,0.081
660,0.001,0.001
662,0.016,0.018
664,0.130,0.129
666,0.293,0.305
668,0.527,0.538
670,0.801,0.819
672,1.110,1.120
674,1.541,1.543
676,1.858,1.867
678,2.161,2.169
679,2.432,2.436
681,2.500,2.500
683,2.500,2.500
685,2.500,2.500
686,2.500,2.500
689,2.500,2.500
690,2.500,2.500
692,2.500,2.479
694,2.245,2.223
696,1.956,1.934
697,1.640,1.620
699,1.316,1.290
701,0.993,0.978
703,0.602,0.585
705,0.363,0.343
707,0.173,0.161
709,0.050,0.034
711,0.000,0.000
712,0.019,0.022
715,0.131,0.140
716,0.303,0.310
719,0.617,0.632
721,0.903,0.914
722,1.228,1.229
724,1.549,1.567
726,1.869,1.882
728,2.165,2.175
729,2.445,2.436
731,2.500,2.500
734,2.500,2.500
735,2.500,2.500
737,2.500,2.500
739,2.500,2.500
741,2.500,2.500
742,2.497,2.471
744,2.233,2.215
746,1.942,1.910
748,1.514,1.493
750,1.187,1.157
752,0.877,0.852
754,0.584,0.568
755,0.346,0.340
757,0.165,0.150
759,0.039,0.035
761,0.000,0.000
763,0.050,0.039
765,0.193,0.197
767,0.386,0.399
769,0.639,0.652
771,0.919,0.936
772,1.248,1.268
774,1.579,1.594
776,1.898,1.898
778,2.287,2.295
780,2.500,2.500
782,2.500,2.500
784,2.500,2.500
785,2.500,2.500
787,2.500,2.500
789,2.500,2.500
791,2.500,2.500
793,2.390,2.365
795,2.109,2.080
797,1.813,1.784
798,1.484,1.464
800,1.163,1.139
802,0.850,0.831
804,0.572,0.554
805,0.340,0.325
808,0.111,0.092
810,0.013,0.009
812,0.000,0.003
814,0.081,0.088
816,0.257,0.265
818,0.481,0.488
819,0.741,0.754
821,1.047,1.061
824,1.479,1.485
825,1.804,1.813
827,2.106,2.115
829,2.375,2.384
831,2.500,2.500
832,2.500,2.500
834,2.500,2.500
836,2.500,2.500
838,2.500,2.500
840,2.500,2.500
842,2.500,2.500
844,2.302,2.272
845,2.018,1.994
847,1.699,1.684
849,1.376,1.358
851,1.055,1.038
853,0.658,0.645
855,0.403,0.392
857,0.207,0.198
858,0.065,0.058
861,0.000,0.000
862,0.008,0.012
864,0.107,0.115
866,0.264,0.273
868,0.560,0.577
870,0.852,0.866
872,1.163,1.181
874,1.489,1.504
875,1.809,1.818
877,2.114,2.122
879,2.392,2.396
881,2.500,2.500
883,2.500,2.500
885,2.500,2.500
887,2.500,2.500
888,2.500,2.500
890,2.500,2.500
893,2.321,2.305
895,2.045,2.022
897,1.739,1.718
899,1.308,1.287
901,0.984,0.964
903,0.681,0.660
905,0.426,0.417
906,0.225,0.207
908,0.078,0.080
910,0.000,0.000
912,0.005,0.007
915,0.146,0.149
917,0.312,0.339
918,0.556,0.561
920,0.844,0.854
922,1.154,1.168
924,1.475,1.489
925,1.797,1.808
927,2.105,2.099
930,2.469,2.466
931,2.500,2.500
933,2.500,2.500
935,2.500,2.500
937,2.500,2.500
938,2.500,2.500
940,2.500,2.500
942,2.500,2.500
944,2.207,2.178
946,1.910,1.887
948,1.581,1.561
950,1.259,1.239
951,0.955,0.927
953,0.651,0.639
955,0.401,0.392
957,0.202,0.192
959,0.037,0.033
961,0.000,0.000
963,0.024,0.027
965,0.159,0.166
967,0.337,0.352
968,0.579,0.588
970,0.856,0.869
972,1.178,1.186
974,1.618,1.628
976,1.934,1.935
978,2.229,2.237
980,2.493,2.482
981,2.500,2.500
983,2.500,2.500
985,2.500,2.500
987,2.500,2.500
989,2.500,2.500
991,2.500,2.500
993,2.448,2.425
994,2.176,2.153
996,1.872,1.854
998,1.557,1.535
1000,1.231,1.214
1001,0.915,0.899
1004,0.544,0.520
1006,0.308,0.292
1007,0.138,0.125
1009,0.026,0.028
1011,0.000,0.000
1013,0.028,0.038
1015,0.170,0.174
1017,0.365,0.371
1019,0.692,0.704
1021,1.000,1.013
1023,1.324,1.337
1025,1.648,1.659
1026,1.963,1.955
1028,2.254,2.260
1030,2.500,2.500
1066,0.292,0.303
1068,0.519,0.534
1070,0.798,0.801
1072,1.100,1.120
1073,1.424,1.441
1075,1.751,1.764
1077,2.056,2.065
1079,2.434,2.424
1081,2.500,2.500
1083,2.500,2.500
1085,2.500,2.500
1086,2.500,2.500
1088,2.500,2.500
1090,2.500,2.500
1092,2.500,2.500
1094,2.263,2.230
1096,1.956,1.934
1097,1.642,1.620
1099,1.319,1.301
1101,0.998,0.980
1103,0.699,0.682
1105,0.441,0.436
1107,0.173,0.165
1109,0.048,0.046
1111,0.000,0.000
1112,0.020,0.024
1115,0.137,0.144
1116,0.317,0.322
1118,0.536,0.540
1120,0.814,0.830
1122,1.238,1.240
1124,1.567,1.580
1126,1.884,1.897
1128,2.184,2.187
1129,2.457,2.455
1131,2.500,2.500
1133,2.500,2.500
1135,2.500,2.500
1137,2.500,2.500
1139,2.500,2.500
1141,2.500,2.500
1142,2.483,2.459
1144,2.213,2.199
1146,1.922,1.896
1148,1.609,1.581
1150,1.165,1.146
1152,0.859,0.834
1154,0.576,0.558
1155,0.338,0.328
1157,0.154,0.146
1159,0.040,0.039
1161,0.000,0.000
1163,0.053,0.061
1165,0.203,0.214
1167,0.408,0.419
1169,0.662,0.673
1171,0.958,0.974
1173,1.272,1.282
1174,1.601,1.614
1176,1.922,1.927
1178,2.310,2.306
1180,2.500,2.500
1182,2.500,2.500
1184,2.500,2.500
1185,2.500,2.500
1187,2.500,2.500
1189,2.500,2.500
1191,2.500,2.500
1193,2.375,2.350
1195,2.093,2.067
1197,1.807,1.757
1198,1.458,1.442
1200,1.143,1.123
1202,0.839,0.817
1204,0.558,0.540
1206,0.257,0.232
1208,0.093,0.093
1210,0.001,0.005
1212,0.010,0.014
1214,0.113,0.120
1216,0.270,0.277
1218,0.495,0.504
1220,0.860,0.873
1222,1.178,1.194
1224,1.507,1.519
1226,1.825,1.836
1227,2.126,2.134
1229,2.397,2.405
1231,2.500,2.500
1233,2.500,2.500
1235,2.500,2.500
1237,2.500,2.500
1238,2.500,2.500
1240,2.500,2.500
1242,2.500,2.500
1244,2.283,2.255
1246,1.992,1.967
1248,1.568,1.542
1250,1.237,1.217
1251,0.924,0.899
1253,0.639,0.611
1255,0.386,0.375
1257,0.188,0.181
1259,0.063,0.051
1261,0.000,0.000
1263,0.028,0.033
1265,0.172,0.179
1267,0.358,0.368
1269,0.596,0.613
1270,0.897,0.899
1272,1.200,1.218
1274,1.526,1.540
1276,1.845,1.851
1278,2.240,2.256
1280,2.500,2.500
1282,2.500,2.500
1283,2.500,2.500
1285,2.500,2.500
1287,2.500,2.500
1289,2.500,2.500
1291,2.500,2.500
1293,2.430,2.405
1294,2.150,2.128
1296,1.846,1.834
1298,1.530,1.514
1300,1.207,1.193
1302,0.900,0.881
1303,0.612,0.587
1306,0.294,0.284
1308,0.124,0.121
1309,0.023,0.016
1311,0.000,0.000
1313,0.031,0.040
1315,0.177,0.183
1317,0.370,0.381
1319,0.706,0.721
1321,1.014,1.027
1323,1.322,1.343
1325,1.653,1.667
1326,1.967,1.966
1328,2.252,2.260
1330,2.500,2.500
1332,2.500,2.500
1334,2.500,2.500
1336,2.500,2.500
1338,2.500,2.500
1339,2.500,2.500
1341,2.500,2.500
1343,2.421,2.398
1345,2.147,2.119
1347,1.739,1.716
1349,1.410,1.392
1350,1.083,1.069
1352,0.787,0.769
1354,0.509,0.500
1356,0.279,0.267
1358,0.121,0.111
1359,0.021,0.014
1362,0.001,0.001
1364,0.112,0.114
1366,0.264,0.273
1368,0.490,0.499
1370,0.761,0.765
1371,1.067,1.085
1373,1.393,1.404
1376,1.820,1.830
1377,2.128,2.127
1379,2.393,2.403
1381,2.500,2.500
1383,2.500,2.500
1384,2.500,2.500
1386,2.500,2.500
1388,2.500,2.500
1390,2.500,2.500
1392,2.500,2.500
1394,2.282,2.260
1395,1.980,1.964
1397,1.670,1.653
1399,1.352,1.328
1401,1.034,1.016
1403,0.646,0.623
1405,0.393,0.370
1407,0.199,0.186
1409,0.063,0.049
1411,0.000,0.000
1412,0.008,0.009
1414,0.118,0.129
1416,0.283,0.284
1419,0.590,0.599
1420,0.887,0.896
1422,1.198,1.213
1424,1.530,1.541
1426,1.845,1.850
1427,2.147,2.151
1429,2.413,2.422
1432,2.500,2.500
1433,2.500,2.500
1435,2.500,2.500
1437,2.500,2.500
1439,2.500,2.500
1440,2.500,2.500
1442,2.500,2.493
1444,2.254,2.232
1446,1.863,1.832
1448,1.538,1.518
1450,1.210,1.198
1452,0.895,0.879
1453,0.603,0.589
1455,0.368,0.358
1457,0.175,0.168
1459,0.024,0.023
1461,0.000,0.000
1463,0.032,0.044
1465,0.177,0.190
1467,0.367,0.382
1469,0.615,0.618
1470,0.905,0.915
1472,1.216,1.234
1475,1.657,1.671
1476,1.974,1.977
1478,2.269,2.269
1480,2.500,2.500
1482,2.500,2.500
1483,2.500,2.500
1485,2.500,2.500
1488,2.500,2.500
1489,2.500,2.500
1491,2.500,2.500
1493,2.402,2.393
1495,2.137,2.116
1496,1.836,1.812
1498,1.516,1.497
1500,1.194,1.177
1502,0.779,0.763
1504,0.504,0.483
1506,0.285,0.265
1508,0.120,0.111
1509,0.024,0.008
1512,0.000,0.002
1513,0.062,0.068
1516,0.222,0.232
1561,0.000,0.000
1563,0.029,0.030
1565,0.157,0.160
1567,0.338,0.352
1568,0.573,0.585
1570,0.861,0.872
1572,1.172,1.190
1574,1.610,1.614
1576,1.922,1.933
1578,2.227,2.224
1580,2.486,2.488
1581,2.500,2.500
1583,2.500,2.500
1585,2.500,2.500
1587,2.500,2.500
1589,2.500,2.500
1591,2.500,2.500
1593,2.447,2.428
1594,2.171,2.153
1596,1.879,1.860
1598,1.560,1.541
1600,1.237,1.213
1602,0.825,0.808
1604,0.546,0.531
1606,0.306,0.297
1607,0.136,0.130
1609,0.033,0.029
1611,0.000,0.000
1613,0.038,0.039
1616,0.226,0.231
1617,0.437,0.443
1619,0.687,0.704
1621,0.992,1.004
1623,1.310,1.326
1625,1.641,1.653
1626,1.947,1.962
1628,2.234,2.254
1630,2.500,2.500
1632,2.500,2.500
1634,2.500,2.500
1636,2.500,2.500
1637,2.500,2.500
1639,2.500,2.500
1641,2.500,2.500
1643,2.344,2.325
1645,2.060,2.039
1647,1.745,1.728
1649,1.424,1.401
1650,1.104,1.087
1652,0.802,0.780
1654,0.528,0.513
1656,0.299,0.283
1658,0.086,0.076
1660,0.000,0.000
1662,0.002,0.001
1664,0.090,0.096
1666,0.262,0.270
1668,0.504,0.498
1670,0.762,0.763
1671,1.076,1.068
1674,1.493,1.513
1676,1.825,1.833
1677,2.130,2.132
1679,2.399,2.404
1681,2.500,2.500
1683,2.500,2.500
1684,2.500,2.500
1687,2.500,2.500
1690,2.500,2.500
1692,2.500,2.500
1694,2.318,2.290
1695,2.032,2.007
1697,1.720,1.703
1699,1.403,1.383
1701,1.083,1.062
1703,0.685,0.659
1705,0.427,0.414
1707,0.210,0.210
1708,0.077,0.072
1710,0.001,0.001
1713,0.021,0.023
1715,0.146,0.149
1717,0.391,0.401
1719,0.643,0.653
1721,0.928,0.947
1722,1.248,1.259
1724,1.576,1.581
1726,1.891,1.902
1728,2.184,2.198
1729,2.458,2.458
1732,2.500,2.500
1734,2.500,2.500
1735,2.500,2.500
1737,2.500,2.500
1739,2.500,2.500
1741,2.500,2.500
1742,2.480,2.459
1745,2.117,2.093
1747,1.809,1.786
1748,1.490,1.464
1750,1.161,1.141
1752,0.852,0.840
1754,0.569,0.555
1755,0.334,0.322
1757,0.157,0.147
1760,0.010,0.011
1762,0.007,0.002
1764,0.083,0.086
1766,0.258,0.260
1768,0.480,0.489
1770,0.750,0.754
1771,1.057,1.068
1774,1.485,1.500
1775,1.812,1.822
1777,2.114,2.127
1779,2.384,2.385
1781,2.500,2.500
1783,2.500,2.500
1784,2.500,2.500
1786,2.500,2.500
1788,2.500,2.500
1790,2.500,2.500
1792,2.500,2.500
1794,2.288,2.267
1795,1.995,1.979
1797,1.684,1.661
1799,1.363,1.338
1801,0.937,0.918
1803,0.620,0.619
1805,0.391,0.381
1807,0.197,0.186
1809,0.063,0.056
1811,0.000,0.000
1812,0.006,0.015
1814,0.120,0.122
1817,0.348,0.356
1819,0.579,0.596
1820,0.878,0.894
1822,1.190,1.203
1824,1.521,1.523
1826,1.837,1.849
1827,2.132,2.147
1830,2.500,2.500
1832,2.500,2.500
1833,2.500,2.500
1835,2.500,2.500
1837,2.500,2.500
1839,2.500,2.500
1840,2.500,2.500
1842,2.500,2.498
1844,2.166,2.142
1846,1.856,1.834
1848,1.548,1.522
1850,1.222,1.202
1852,0.910,0.891
1853,0.620,0.599
1855,0.375,0.360
1858,0.134,0.127
1859,0.026,0.025
1861,0.000,0.000
1863,0.042,0.045
1865,0.177,0.187
1867,0.363,0.380
1869,0.613,0.630
1870,0.900,0.912
1873,1.332,1.342
1875,1.659,1.668
1876,1.965,1.979
1878,2.261,2.271
1880,2.500,2.500
1882,2.500,2.500
1883,2.500,2.500
1886,2.500,2.500
1888,2.500,2.500
1889,2.500,2.500
1891,2.500,2.500
1893,2.418,2.394
1895,2.139,2.113
1896,1.839,1.819
1898,1.521,1.502
1901,1.091,1.071
1902,0.787,0.761
1904,0.508,0.496
1906,0.284,0.273
1908,0.120,0.109
1909,0.024,0.018
1912,0.001,0.000
1914,0.065,0.066
1916,0.291,0.299
1918,0.521,0.534
1920,0.793,0.801
1922,1.102,1.113
1923,1.425,1.436
1925,1.745,1.756
1927,2.050,2.061
1929,2.429,2.430
1931,2.500,2.500
1933,2.500,2.500
1935,2.500,2.500
1936,2.500,2.500
1938,2.500,2.500
1940,2.500,2.500
1942,2.500,2.500
1944,2.247,2.227
1946,1.950,1.930
1947,1.643,1.619
1949,1.319,1.297
1951,0.994,0.975
1953,0.693,0.682
1955,0.432,0.424
1957,0.185,0.165
1959,0.051,0.044
1961,0.000,0.000
1963,0.022,0.024
1965,0.138,0.143
1966,0.299,0.322
1968,0.532,0.547
1970,0.811,0.823
1972,1.234,1.241
1974,1.554,1.575
1976,1.869,1.890
1978,2.173,2.182
1979,2.451,2.442
1981,2.500,2.500
1983,2.500,2.500
1985,2.500,2.500
1987,2.500,2.500
1989,2.500,2.500
1991,2.500,2.500
1992,2.482,2.460
1994,2.228,2.207
1996,1.936,1.914
1998,1.613,1.596
2000,1.181,1.149
2002,0.866,0.852
2004,0.586,0.568
2005,0.338,0.331
2007,0.164,0.155
2009,0.042,0.039
2011,0.000,0.000
2077,2.121,2.129
2079,2.401,2.399
2081,2.500,2.500
2083,2.500,2.500
2084,2.500,2.500
2086,2.500,2.500
2088,2.500,2.500
2090,2.500,2.500
2092,2.500,2.500
2094,2.282,2.263
2095,1.996,1.973
2097,1.681,1.662
2099,1.360,1.334
2101,1.038,1.021
2103,0.745,0.725
2105,0.396,0.380
2107,0.192,0.187
2109,0.063,0.051
2111,0.000,0.000
2112,0.010,0.014
2114,0.110,0.113
2116,0.237,0.281
2118,0.578,0.589
2120,0.858,0.880
2122,1.185,1.195
2124,1.503,1.517
2126,1.814,1.832
2127,2.122,2.132
2129,2.403,2.407
2131,2.500,2.500
2133,2.500,2.500
2135,2.500,2.500
2137,2.500,2.500
2139,2.500,2.500
2140,2.500,2.500
2142,2.500,2.499
2144,2.278,2.255
2146,1.883,1.856
2148,1.548,1.537
2150,1.232,1.215
2151,0.916,0.895
2153,0.632,0.612
2155,0.383,0.372
2157,0.157,0.178
2159,0.059,0.051
2161,0.000,0.000
2163,0.039,0.032
2165,0.173,0.178
2167,0.359,0.371
2169,0.592,0.614
2170,0.888,0.901
2172,1.205,1.219
2175,1.643,1.654
2176,1.952,1.968
2178,2.253,2.254
2180,2.500,2.500
2182,2.500,2.500
2183,2.500,2.500
2185,2.500,2.500
2187,2.500,2.500
2189,2.500,2.500
2191,2.500,2.500
2193,2.426,2.405
2194,2.156,2.128
2196,1.858,1.835
2198,1.535,1.512
2200,1.211,1.188
2202,0.803,0.782
2204,0.520,0.510
2206,0.298,0.285
2208,0.131,0.121
2209,0.030,0.023
2211,0.002,0.000
2213,0.058,0.059
2215,0.216,0.214
2218,0.497,0.508
2220,0.772,0.780
2221,1.076,1.093
2223,1.399,1.413
2225,1.728,1.731
2227,2.034,2.038
2229,2.320,2.325
2231,2.500,2.500
2233,2.500,2.500
2234,2.500,2.500
2236,2.500,2.500
2238,2.500,2.500
2240,2.500,2.500
2241,2.500,2.500
2243,2.359,2.340
2246,1.984,1.958
2247,1.662,1.644
2249,1.340,1.312
2251,1.012,1.000
2253,0.725,0.709
2254,0.462,0.448
2256,0.238,0.226
2259,0.063,0.045
2261,0.000,0.000
2262,0.009,0.016
2264,0.125,0.129
2266,0.288,0.297
2268,0.519,0.527
2270,0.791,0.795
2272,1.101,1.115
2274,1.531,1.547
2276,1.842,1.854
2278,2.153,2.161
2279,2.424,2.430
2281,2.500,2.500
2283,2.500,2.500
2285,2.500,2.500
2287,2.500,2.500
2289,2.500,2.500
2290,2.500,2.500
2292,2.499,2.484
2294,2.249,2.224
2296,1.960,1.937
2297,1.642,1.614
2299,1.322,1.299
2302,0.899,0.874
2303,0.599,0.586
2305,0.360,0.347
2307,0.173,0.163
2309,0.050,0.044
2311,0.000,0.000
2312,0.011,0.022
2315,0.137,0.142
2317,0.374,0.389
2319,0.618,0.634
2321,0.916,0.924
2322,1.235,1.258
2324,1.556,1.581
2326,1.884,1.891
2328,2.173,2.187
2330,2.500,2.500
2332,2.500,2.500
2334,2.500,2.500
2335,2.500,2.500
2337,2.500,2.500
2339,2.500,2.500
2341,2.500,2.500
2342,2.489,2.464
2345,2.123,2.104
2346,1.819,1.795
2348,1.502,1.477
2350,1.172,1.154
2352,0.866,0.846
2354,0.576,0.564
2355,0.349,0.333
2358,0.107,0.107
2360,0.013,0.015
2362,0.000,0.000
2363,0.037,0.034
2365,0.191,0.199
2367,0.392,0.404
2369,0.646,0.644
2371,0.934,0.952
2373,1.366,1.378
2375,1.691,1.704
2377,2.007,2.012
2378,2.289,2.296
2380,2.500,2.500
2382,2.500,2.500
2384,2.500,2.500
2386,2.500,2.500
2388,2.500,2.500
2390,2.500,2.500
2391,2.500,2.500
2393,2.394,2.360
2395,2.106,2.089
2397,1.806,1.789
2398,1.491,1.463
2401,1.058,1.040
2402,0.757,0.739
2404,0.485,0.470
2406,0.266,0.255
2408,0.110,0.098
2410,0.011,0.002
2412,0.007,0.006
2415,0.139,0.143
2416,0.323,0.332
2418,0.554,0.558
2420,0.833,0.844
2422,1.148,1.155
2424,1.465,1.476
2425,1.790,1.790
2427,2.095,2.103
2430,2.461,2.461
2431,2.500,2.500
2433,2.500,2.500
2435,2.500,2.500
2437,2.500,2.500
2438,2.500,2.500
2440,2.500,2.500
2442,2.471,2.452
2444,2.187,2.183
2446,1.906,1.889
2448,1.592,1.572
2450,1.269,1.233
2451,0.954,0.929
2453,0.658,0.644
2455,0.400,0.390
2457,0.150,0.133
2459,0.038,0.035
2461,0.000,0.000
2463,0.032,0.037
2465,0.158,0.158
2467,0.344,0.351
2468,0.581,0.588
2471,0.966,0.983
2473,1.296,1.305
2476,1.612,1.626
2478,2.178,2.198
2479,2.457,2.460
2481,2.500,2.500
2483,2.500,2.500
2485,2.500,2.500
2487,2.500,2.500
2489,2.500,2.500
2491,2.500,2.500
2492,2.477,2.455
2494,2.216,2.193
2496,1.909,1.893
2498,1.581,1.580
2500,1.166,1.148
2502,0.852,0.826
2504,0.573,0.546
2505,0.336,0.312
2507,0.153,0.145
2509,0.039,0.035
2511,0.000,0.000
2513,0.029,0.033
2515,0.197,0.211
2517,0.405,0.420
2519,0.663,0.674
2521,0.961,0.974
2523,1.275,1.281
2524,1.594,1.615
2526,1.925,1.927
2528,2.306,2.315
2563,0.016,0.022
2565,0.142,0.145
2566,0.312,0.329
2568,0.550,0.551
2570,0.831,0.844
2572,1.142,1.150
2574,1.468,1.485
2576,1.898,1.908
2578,2.185,2.198
2580,2.463,2.464
2581,2.500,2.500
2583,2.500,2.500
2585,2.500,2.500
2587,2.500,2.500
2589,2.500,2.500
2591,2.500,2.500
2592,2.474,2.448
2594,2.207,2.181
2596,1.906,1.888
2598,1.591,1.559
2600,1.265,1.237
2601,0.950,0.927
2604,0.566,0.548
2605,0.312,0.322
2607,0.144,0.143
2609,0.031,0.030
2611,0.000,0.000
2613,0.026,0.032
2615,0.160,0.165
2617,0.411,0.426
2619,0.671,0.680
2621,0.968,0.985
2623,1.291,1.302
2624,1.609,1.623
2626,1.918,1.939
2628,2.223,2.230
2630,2.481,2.479
2632,2.500,2.500
2634,2.500,2.500
2636,2.500,2.500
2637,2.500,2.500
2639,2.500,2.500
2641,2.500,2.500
2643,2.453,2.429
2645,2.083,2.062
2647,1.775,1.753
2649,1.456,1.433
2650,1.127,1.102
2652,0.836,0.803
2654,0.548,0.531
2656,0.302,0.296
2657,0.139,0.132
2660,0.012,0.005
2662,0.002,0.004
2664,0.099,0.103
2666,0.268,0.277
2668,0.488,0.503
2670,0.764,0.778
2671,1.065,1.086
2674,1.504,1.511
2676,1.829,1.838
2677,2.129,2.134
2679,2.405,2.405
2681,2.500,2.500
2683,2.500,2.500
2684,2.500,2.500
2686,2.500,2.500
2688,2.500,2.500
2690,2.500,2.500
2692,2.500,2.500
2694,2.276,2.246
2696,1.983,1.962
2697,1.674,1.651
2699,1.348,1.331
2701,1.032,1.011
2703,0.645,0.618
2705,0.386,0.375
2707,0.186,0.181
2709,0.059,0.045
2711,0.000,0.000
